age	gender	education	studyabroad	problem	contribution	contribution	optimistic	fear	eastdev	origin	background	ruraldevplus	duration
26-30	Female	S1	No	Technology	Professional	Professional	Yes	Politics,Bureaucracy	Yes	DI Yogyakarta	Kesehatan	Yes	< 2
26-30	Female	S1	No	Limited job,Education,Youth	Birokrat	Birokrat	Yes	Paper,Family,Alone,Communication,Bureaucracy,	Yes	DKI Jakarta	Teknik	Yes	2-5
26-30	Female	S1	No	Limited job,Natural resources	Professor	Professor	Yes	Believe	Yes	Sumatera Barat	Kesehatan	Yes	< 2
26-30	Female	S1	No	Crime,Limited job,Education	Professor	Professor	Yes	Believe	Yes	Kalimantan Timur	Teknologi Pangan	Yes	2-5
17-25	Male	S1	No	Education,Health	Professor	Professor	Yes	Believe	Yes	Aceh	Pendidikan	Yes	5-7
26-30	Male	S1	No	Agriculture	Professor	Professor	Yes	Believe	Yes	Aceh	Teknik	Yes	> 7
17-25	Male	S1	No	Agriculture	Professor	Professor	Yes	Believe	Yes	Jawa Timur	Sistem Informasi/ Komputer	Yes	2-5
17-25	Male	S1	No	Education,Health	Professional	Professional	Maybe	Paper,Capital	No	Sumatera Utara	Teknik	No	
17-25	Male	S1	No	Education,Health	Entrepreneur	Entrepreneur	Yes	Paper	Yes	Jawa Tengah	Teknik	Yes	2-5
26-30	Male	S1	Yes	Education	Professional	Professional	Yes	Alone	Yes	Banten	Teknik	Yes	2-5
26-30	Female	S2	No	Agriculture	Birokrat	Birokrat	Yes	Alone	Yes	Sulawesi Selatan	Kesehatan	Yes	5-7
17-25	Female	S1	No	Education	Professor	Professor	Yes	Realistic,Alone,Capital,Bureaucracy	Yes	DI Yogyakarta	Kesehatan	Yes	5-7
17-25	Female	S1	Yes	Crime,Bureaucracy,Education,PoliticsLaw,Youth	Entrepreneur	Entrepreneur	Yes	Realistic,Paper,Alone	Yes	Jawa Barat	Bisnis	Yes	< 2
17-25	Male	S1	No	Natural resources,Media	Professor	Professor	Yes	Capital	Yes	Jawa Barat	Sains	Yes	2-5
17-25	Female	S1	Yes	Education	Professiknal dan Entrepreneur	Professiknal dan Entrepreneur	Yes	Politics,Capital,Bureaucracy	Yes	Jawa Barat	Hukum	Yes	2-5
17-25	Female	S1	Yes	Crime,Bureaucracy,Education,Health,PoliticsLaw	Professiknal dan Entrepreneur	Professiknal dan Entrepreneur	Yes	Believe,Bureaucracy	Yes	Jawa Barat	Hukum	Yes	2-5
26-30	Female	S1	No	Limited job,Energy,Natural resources,Technology	Professor	Professor	Yes	Realistic	Yes	Jawa Timur	Pendidikan	Yes	2-5
17-25	Female	S1	No	Energy	Professor	Professor	Yes	Paper,Capital,Bureaucracy	Yes	Sulawesi Selatan	Kesehatan	Yes	2-5
17-25	Male	S1	Yes	HumanSociety	Professional	Professional	Yes	Believe	Yes	DKI Jakarta	Ekonomi	Yes	< 2
17-25	Male	S2	Yes	Limited job,Education	Professor	Professor	Yes	Believe	Yes	DKI Jakarta	Teknik	Yes	2-5
17-25	Female	S1	No	Education,Media,Technology,Youth	Professional	Professional	Yes	Paper,Politics,Communication	Yes	Jawa Tengah	Kesehatan	Yes	2-5
17-25	Male	S1	No	Limited job,Energy,Macroeconomics,Technology	Professor	Professor	Yes	Capital,Communication	Yes	Sumatera Selatan	Pendidikan	Yes	< 2
35+	Female	S2	Yes	Crime,Limited job,Education,Gender equality,Technology,Youth	Professional	Professional	Yes	No idea	No	DKI Jakarta	Teknik	No	
31-35	Male	S2	No	Education,Natural resources	Professor	Professor	Yes	Politics,Communication,Bureaucracy	Yes	Jawa Barat	Sains	Yes	< 2
26-30	Female	S1	No	Limited job,Defense,Technology	Professional	Professional	Yes	Believe	Yes	Jawa Barat	Kedokteran	Yes	< 2
17-25	Female	S1	No	Agriculture	Professional	Professional	Yes	Realistic,Paper,Inside	Yes	Banten	Sains	Yes	< 2
17-25	Male	S1	No	Health,Gender equality	Professor	Professor	Yes	Alone	Yes	Sulawesi Selatan	Olahraga	Yes	2-5
17-25	Male	S1	No	Energy,Natural resources	Professor	Professor	Yes	Believe	Yes	Sulawesi Selatan	Pertanian	Yes	> 7
31-35	Female	S1	No	PoliticsLaw	Professor	Professor	Yes	Realistic,Family,Capital	Yes	Jawa Barat	Kedokteran	Yes	< 2
17-25	Male	S1	No	Education,Gender equality,Energy,Defense,Defense,HumanSociety,Technology	Birokrat	Birokrat	Yes	Believe	Yes	DKI Jakarta	Teknik	Yes	> 7
17-25	Female	S1	No	Agriculture,Energy,Defense,Macroeconomics,Technology	Professor	Professor	Yes	Realistic,Inside	Yes	Jawa Tengah	Pendidikan	Yes	2-5
26-30	Female	S1	No	Education,Defense,HumanSociety,Youth	Birokrat	Birokrat	Yes	Believe	Yes	Jawa Barat	Kehutanan	Yes	2-5
17-25	Male	S1	No	Health	Entrepreneur	Entrepreneur	Yes	Realistic,Politics,Bureaucracy,Timing	No	Jawa Barat	Psikologi	No	
31-35	Male	S1	No	Microeconomics	Professional	Professional	Yes	Realistic	Yes	DKI Jakarta	Hukum	Yes	< 2
31-35	Female	S2	Yes	Crime,Bureaucracy,Microeconomics	Professor	Professor	Yes	Believe	Yes	DI Yogyakarta	Teknologi Pertanian	Yes	2-5
17-25	Male	S1	No	Energy,Natural resources,Defense	Professor	Professor	Maybe	Believe,Alone	Yes	DKI Jakarta	Sains	Yes	< 2
26-30	Male	S1	No	Crime,HumanSociety,Youth	Professor	Professor	Yes	Politics,Bureaucracy	Yes	Jawa Timur	Pendidikan	Yes	2-5
35+	Female	S2	No	Limited job	Entrepreneur	Entrepreneur	Yes	Realistic	No	Jawa Timur	Bisnis	No	
17-25	Female	S1	Yes	Education	Professor	Professor	Yes	Bureaucracy	Yes	DKI Jakarta	Ilmu Sosial dan Politik	Yes	< 2
17-25	Female	S1	Yes	Crime,Education	Professor	Professor	Yes	Timing	Yes	DKI Jakarta	Seni/ Desain/ Media	Yes	< 2
17-25	Female	S1	No	Bureaucracy,Education,Health,Technology	Professor	Professor	Yes	Believe	Yes	Lampung	Psikologi	Yes	< 2
17-25	Female	S1	No	Bureaucracy,Technology	Professor	Professor	Yes	Paper,Alone,Bureaucracy	Yes	Sulawesi Selatan	Pendidikan	Yes	2-5
17-25	Female	S1	No	Education,Energy,Natural resources,Youth	Professor	Professor	Yes	Believe	Yes	Jawa Barat	Sastra	Yes	> 7
26-30	Male	S1	No	Education,Gender equality,Media,Youth	Professor	Professor	Yes	Believe,Bureaucracy	No	Jawa Barat	Teknik	Yes	< 2
17-25	Male	S1	No	Crime,Limited job,Education,Agriculture,Energy,Natural resources,Defense	Professional	Professional	Maybe	Politics,Bureaucracy,Timing	Yes	Banten	Teknik	Yes	2-5
26-30	Male	S1	No	Crime	Entrepreneur	Entrepreneur	Maybe	Believe	Yes	DKI Jakarta	Kesehatan	Yes	> 7
35+	Male	S2	Yes	Health,Technology	Birokrat	Birokrat	Yes	Family	No	DI Yogyakarta	Sains	No	< 2
26-30	Female	S1	No	Education,Health	Professional	Professional	Yes	Politics,Bureaucracy,Timing	Yes	Jawa Barat	Kedokteran	Yes	< 2
26-30	Female	S2	Yes	Limited job,Bureaucracy,Media,Macroeconomics,Youth	Professional	Professional	Yes	Alone,Capital	Yes	DKI Jakarta	Bisnis	Yes	< 2
26-30	Male	S1	No	Energy	Karyawan	Karyawan	Yes	Family,Alone,Bureaucracy	No	Jawa Tengah	Teknik	No	
17-25	Female	S1	No	Health	Professor	Professor	Yes	Believe	Yes	DI Yogyakarta	Teknologi Pangan dan Hasil pertanian	Yes	2-5
17-25	Female	S1	No	Education,Technology,Youth	Professor	Professor	Yes	Paper	Yes	Jambi	Pendidikan	Yes	< 2
17-25	Female	S1	No	Energy	Professor	Professor	Yes	Believe,Politics,Bureaucracy	Yes	Aceh	agribisnis	Yes	2-5
17-25	Male	S1	Yes	Health,HumanSociety	Birokrat	Birokrat	Yes	Believe	Yes	Lampung	Teknik	Yes	< 2
26-30	Female	S1	No	Crime,Bureaucracy	Professional	Professional	Yes	Paper	Yes	Riau	Kedokteran	Yes	> 7
17-25	Male	S1	Yes	Education,Agriculture	Birokrat	Birokrat	Yes	Believe	Yes	DKI Jakarta	Teknik	Yes	< 2
26-30	Male	S1	No	Natural resources,Technology	Professor, Entrepreneur	Professor, Entrepreneur	Yes	Timing	Yes	Jawa Barat	Ekonomi	Yes	< 2
17-25	Female	S1	No	Limited job,Education,Energy,Natural resources	Professional	Professional	Maybe	Realistic,Alone,Capital,Communication	Yes	DKI Jakarta	Kedokteran	Yes	< 2
26-30	Female	S2	Yes	Education,Gender equality,Energy	Professor	Professor	Yes	Realistic	Yes	DI Yogyakarta	Sains	Yes	5-7
17-25	Male	S1	No	Energy,Natural resources	Birokrat	Birokrat	Yes	Timing	Yes	Sulawesi Selatan	Hukum	Yes	2-5
17-25	Female	S1	No	Macroeconomics,Infrastructure	Professional	Professional	Yes	Believe	Yes	Banten	Seni dan Budaya	Yes	2-5
31-35	Male	S1	No	Limited job,Education,Energy,Natural resources,Defense,Defense,Technology	Professor	Professor	Yes		Yes	Sumatera Barat	Teknik	Yes	> 7
26-30	Male	S1	No	Limited job,Education,Technology	Entrepreneur	Entrepreneur	Yes	Realistic,Politics,Alone	Yes	Jawa Barat	Teknik	Yes	2-5
31-35	Female	S1	Yes	Education,Energy,Natural resources,Technology	Professor	Professor	Yes	Capital,Communication	Yes	Jawa Timur	Pendidikan	Yes	< 2
26-30	Male	S2	No	Crime,Limited job,Education,Energy,Natural resources,Technology,Youth	Professor	Professor	Yes	Alone	Yes	Kepulauan Riau	Pendidikan	Yes	> 7
17-25	Female	S1	No	HumanSociety,Environmental	Professional	Professional	Yes	Realistic,Alone,Communication	Yes	Sumatera Utara	Bisnis	Yes	2-5
26-30	Female	S1	No	Education,Youth	Birokrat	Birokrat	Maybe	Believe	Yes	Kalimantan Tengah	Ekonomi	Yes	< 2
17-25	Female	S1	No	Crime	Professional	Professional	Maybe	Believe	Yes	Jawa Barat	Teknik	Yes	5-7
17-25	Male	S1	No	Crime,Macroeconomics	Entrepreneur	Entrepreneur	Yes	Paper,Bureaucracy	Yes	Aceh	Pemberdayaan Masyarakat/  Pemuda di Perdesaan ( Pernah Menjadi Pemuda Sarjana Penggerak Pembangunan di Perdesaan (PSP3), selama 2 Tahun dari Aceh untuk Kalimantan Barat	Yes	> 7
17-25	Male	S1	No	Energy,Natural resources	Entrepreneur	Entrepreneur	Yes	Paper,Communication	Yes	Aceh	Pemberdayaan Masyarakat/Pemuda di Perdesaan (Pernah menjadi peserta Pemuda Sarjana Penggerak Pembangunan di Perdesaan (PSP3) selama 2 Tahun dari Aceh untuk Kalbar	Yes	> 7
17-25	Female	S1	No	Crime,Energy	Professional	Professional	Yes	Family,Communication	Yes	Jawa Timur	Ekonomi	Yes	< 2
17-25	Male	S1	Yes	Bureaucracy,Agriculture,Defense	Professor	Professor	Yes	Believe	No	Sulawesi Tenggara	Pendidikan	No	
17-25	Male	S1	No	Education,Environmental	Professor	Professor	Yes	Realistic,Paper,Alone	Yes	Sulawesi Selatan	Pendidikan	Yes	2-5
17-25	Male	S1	No	Health	Professor	Professor	Yes	Realistic	Yes	Jawa Tengah	Pendidikan	Yes	> 7
26-30	Male	S2	Yes	Disaster	Entrepreneur	Entrepreneur	Maybe	Believe	Yes	DKI Jakarta	Teknik	Yes	2-5
17-25	Male	S1	No	Education,Gender equality,Media,Youth	Entrepreneur	Entrepreneur	Yes	Believe	No	DKI Jakarta	Teknik	No	> 7
26-30	Male	S1	Yes	Education,Gender equality,Media,Youth	Professor	Professor	Yes	Family,Bureaucracy	Yes	Aceh	Pendidikan	Yes	2-5
26-30	Female	S2	No	Limited job,Education,Energy,Technology	Professor	Professor	Yes	Believe	No	DI Yogyakarta	Kesehatan	No	
17-25	Female	S1	No	Education,Health,Defense,Defense	Professor	Professor	Yes	Alone	No	Jawa Barat	pendidikan sains	Yes	< 2
17-25	Female	S1	No	Education	Professor	Professor	Yes	Paper,Alone	Yes	Riau	Sains	Yes	< 2
17-25	Female	S1	Yes	Education,Health	Professional	Professional	Yes	Politics,Bureaucracy	No	DKI Jakarta	Seni dan Budaya	No	
17-25	Male	S1	No	Limited job,Education,Defense	Professor	Professor	Yes	Paper,Communication,Bureaucracy	Yes	Sulawesi Selatan	Sistem Informasi/ Komputer	Yes	2-5
17-25	Male	S1	No	Education	Professor	Professor	Yes	Believe	Yes	Jawa Timur	Sains	Yes	> 7
26-30	Female	S1	No	Education,Disaster	Professor	Professor	Maybe	Paper,Alone,Communication	Yes	Maluku	hukum dan sosial keagamaan	Yes	> 7
17-25	Male	S1	No	Macroeconomics,Microeconomics	Professional	Professional	Yes	Paper	Yes	Sulawesi Selatan	Hukum	Yes	2-5
17-25	Female	S1	Yes	Health,Youth	Professional	Professional	Yes	Believe	Yes	Sulawesi Selatan	Teknik	Yes	5-7
26-30	Female	S2	Yes	Education,Health	Professor	Professor	Maybe	Alone	Yes	Jawa Barat	Sains	Yes	2-5
17-25	Female	S1	No	Education,Youth	Entrepreneur	Entrepreneur	Yes	Paper,Family,Capital	Yes	Jawa Barat	Bisnis	Yes	< 2
26-30	Female	S1	No	Limited job,Education	Professor	Professor	Yes	Timing	No	Jawa Timur	Kesehatan	No	
17-25	Female	S1	Yes	Education,Technology	Professor	Professor	Yes	Alone,Bureaucracy,Inside	Yes	Banten	Teknik	Yes	> 7
17-25	Female	S1	No	Bureaucracy,Education	entrepreneur dan akademisi	entrepreneur dan akademisi	Maybe	Politics	Yes	Sumatera Utara	Ekonomi	Yes	2-5
17-25	Female	S1	No	Agriculture,Energy,Defense	Birokrat	Birokrat	Yes	Politics,Bureaucracy	Yes	Aceh	Hukum	Yes	2-5
31-35	Female	S1	No	Technology	Professor	Professor	Yes	Believe	Yes	Jawa Tengah	Hukum	Yes	2-5
31-35	Female	S1	Yes	Crime,Limited job,Bureaucracy,Education	socio entrepreneur dan professional	socio entrepreneur dan professional	Yes	Believe	Yes	Jawa Barat	Seni/ Desain/ Media	Yes	2-5
17-25	Female	S1	No	Natural resources	Professor	Professor	Yes	Believe,Realistic	Yes	Jawa Barat	teknologi pengolahan hasil perikanan	Yes	5-7
17-25	Male	S1	No	Education,Media	Professor	Professor	Maybe	Believe	Yes	Bengkulu	Teknik	Yes	5-7
17-25	Male	S1	No	Education,Energy	Professional	Professional	Yes	Alone,Communication	No	DKI Jakarta	Kedokteran	No	< 2
31-35	Female	S1	No	Education,Youth	Professional	Professional	Yes	Politics	Yes	Jawa Barat	keagamaan (pendeta)	Yes	2-5
35+	Male	S2	Yes	Education	Professor	Professor	Yes	Realistic,Paper,Alone,Communication	Yes	Jawa Barat	Sains	Yes	< 2
26-30	Female	S1	No	Crime,Limited job,Bureaucracy	Professor	Professor	Yes	Timing	Yes	Kalimantan Barat	Pendidikan	Yes	< 2
17-25	Male	S1	No	PoliticsLaw	Entrepreneur	Entrepreneur	Yes	Believe	Yes	Jawa Barat	Sistem Informasi/ Komputer	Yes	2-5
17-25	Male	S1	Yes	Education	Professional	Professional	Yes	Politics	Yes	Jawa Barat	Pendidikan	Yes	< 2
17-25	Female	S1	Yes	Education,Media,Youth	politician 	politician 	Yes	Timing	Yes	Sulawesi Utara	Ekonomi	Yes	> 7
17-25	Female	S1	No	Education	Professor	Professor	Yes	Paper	Yes	Jawa Timur	Sains	Yes	2-5
17-25	Female	S1	Yes	Crime,Bureaucracy,Media	Entrepreneur	Entrepreneur	Yes	Believe	Yes	DKI Jakarta	Seni/ Desain/ Media	Yes	2-5
31-35	Female	S2	No	Technology	Entrepreneur	Entrepreneur	Yes	Capital	Yes	Sumatera Utara	Bisnis	Yes	< 2
17-25	Female	S2	Yes	Education	Professor	Professor	Maybe	Believe	Yes	Jawa Timur	Teknik	Yes	< 2
17-25	Female	SMA	No	Health	Entrepreneur	Entrepreneur	Yes	Paper	Yes	DI Yogyakarta	Psikologi	Yes	2-5
17-25	Female	S2	Yes	Health	Professor	Professor	Maybe	Believe	Yes	Jawa Timur	Teknik	Yes	< 2
17-25	Male	SMA	No	Limited job	Birokrat	Birokrat	Yes	Believe	Yes	Jawa Timur	Teknik	Yes	< 2
17-25	Female	S1	No	Crime,Bureaucracy,Education,Health,PoliticsLaw,Agriculture,Natural resources,Defense,Media,Macroeconomics, Technology	Professor	Professor	Yes	Believe	Yes	Banten	Sains	Yes	< 2
17-25	Female	S1	No	Crime,PoliticsLaw,Energy,Natural resources	Professor	Professor	Yes	Politics,Alone	Yes	Sulawesi Tenggara	Pendidikan	Yes	2-5
35+	Male	S2	No	Education,Health	Birokrat	Birokrat	Yes	Believe	Yes	Jawa Barat	Sistem Informasi/ Komputer	Yes	< 2
26-30	Female	S1	Yes	Bureaucracy,Health,PoliticsLaw,Media	Professor	Professor	Yes	Paper,Alone,Communication	Yes	Jawa Barat	Psikologi	Yes	< 2
26-30	Male	S2	Yes	Crime,Bureaucracy,Education,Health,Gender equality,PoliticsLaw,Media,Youth	Entrepreneur	Entrepreneur	Yes	Realistic	Yes	Jawa Barat	Pendidikan	Yes	5-7
17-25	Female	S2	Yes	Limited job,Education	Professor	Professor	Yes	Realistic	Yes	Jawa Timur	Sains	Yes	5-7
26-30	Male	S1	No	Education,Youth	Professional	Professional	Yes	Paper,Communication,Timing	Yes	Aceh	Kedokteran	Yes	2-5
17-25	Male	S1	No	Bureaucracy,Education,Macroeconomics,Microeconomics	Professor	Professor	Yes	Politics,Bureaucracy	Yes	Jawa Timur	Seni dan Budaya	Yes	> 7
17-25	Male	S1	No	Gender equality,Energy	Professor	Professor	Yes	Realistic,Paper,Bureaucracy	Yes	Kepulauan Riau	Sains	Yes	< 2
31-35	Male	S2	No	Infrastructure	Birokrat	Birokrat	Yes	Believe	Yes	Sulawesi Barat	Sains	Yes	5-7
26-30	Male	S1	Yes	Bureaucracy,Technology	Professor	Professor	Yes	Believe	Yes	Kalimantan Timur	Pendidikan	Yes	> 7
17-25	Male	S1	No	Gender equality,Agriculture,Microeconomics,Technology	Professional	Professional	Yes	Believe,Capital,Bureaucracy	Yes	Jawa Barat	Kehutanan	Yes	2-5
26-30	Male	S1	No	Health	Professional	Professional	Maybe	Believe,Politics,Bureaucracy	Yes	Sumatera Barat	Kedokteran	Yes	2-5
17-25	Male	S1	No	Limited job,Energy,Macroeconomics,Microeconomics	Birokrat	Birokrat	Yes	Politics	Yes	DKI Jakarta	Teknik	Yes	> 7
26-30	Female	S1	No	HumanSociety	Entrepreneur	Entrepreneur	Yes	Capital	Yes	Sulawesi Selatan	Seni/ Desain/ Media	Yes	< 2
31-35	Male	S2	No	Crime,Bureaucracy,PoliticsLaw,Microeconomics	Professor	Professor	Yes	Alone	Yes	Jawa Timur	Pendidikan	Yes	< 2
31-35	Male	S2	No	Limited job	Professor	Professor	Yes	Alone	Yes	Jawa Timur	Pendidikan	Yes	< 2
26-30	Male	S1	No	Crime,Bureaucracy,Gender equality,PoliticsLaw	Professional	Professional	Yes	Paper	No	Jawa Timur	Kedokteran	No	
31-35	Male	S2	Yes	Bureaucracy,Education,Health,Agriculture	Professor	Professor	Yes	Believe	Yes	Jawa Barat	Sains	Yes	2-5
35+	Male	S2	No	Crime	Professor	Professor	Yes	Capital,Bureaucracy	Yes	Jawa Tengah	Kesehatan	Yes	2-5
26-30	Male	S1	No	Limited job	Professional	Professional	Yes	Realistic,Politics,Capital	Yes	DKI Jakarta	Teknik	Yes	< 2
17-25	Female	S1	No	Education,PoliticsLaw	Professor	Professor	Yes	Capital	Yes	Sulawesi Selatan	Pendidikan	Yes	2-5
26-30	Male	S1	No	PoliticsLaw	Entrepreneur	Entrepreneur	Maybe	Politics,Family,Alone,Bureaucracy	Yes	DKI Jakarta	Teknik	Yes	< 2
26-30	Female	S1	Yes	Limited job,Bureaucracy,Education	Professional	Professional	Yes	Realistic,Bureaucracy	Yes	Jawa Barat	Psikologi dan Intervensi Sosial	Yes	< 2
17-25	Female	S1	No	Limited job,Agriculture,Microeconomics,Youth	Professor	Professor	Yes	Realistic	Yes	Jawa Barat	Teknik	Yes	< 2
17-25	Female	S1	No	Limited job,CreativeTourism	Professional	Professional	Yes	Paper,Politics,Alone,Capital,Bureaucracy,	Yes	Kepulauan Riau	pertanian	Yes	2-5
17-25	Male	S1	No	Crime,Limited job,Bureaucracy,Education,PoliticsLaw,Energy,Natural resources,Defense,Defense	Professor	Professor	Maybe	Capital	Yes	Jawa Tengah	Teknik	Yes	2-5
17-25	Male	S1	No	Education,Technology	Professor	Professor	Yes	Alone	Yes	Jawa Timur	Hukum	Yes	< 2
17-25	Female	S1	No	Energy,Natural resources,Defense	Professor	Professor	Yes	Paper	Yes	Sulawesi Selatan	Pendidikan	Yes	< 2
26-30	Male	S1	No	Health,Gender equality,Agriculture,Defense,Microeconomics,Youth	Professional	Professional	Yes	Believe,Politics,Bureaucracy	Yes	Aceh	Pendidikan	Yes	2-5
17-25	Female	S1	Yes	Education,Youth	Professional	Professional	Maybe	Alone	Yes	DKI Jakarta	Hukum	Yes	< 2
17-25	Female	S1	No	Bureaucracy,Education,Health,Gender equality,HumanSociety,Youth	Professional	Professional	Maybe	Believe,Paper,Alone,Communication	Yes	Banten	Teknik	Yes	2-5
35+	Male	S2	Yes	Agriculture	Professor	Professor	Yes	Paper,Alone,Capital,Bureaucracy	Yes	Jawa Tengah	Sains	Yes	> 7
17-25	Male	S1	No	Education	Professor	Professor	Yes	Realistic,Paper	Yes	Sulawesi Selatan	Sains	Yes	< 2
26-30	Female	S1	Yes	Energy,Natural resources	Professional	Professional	Yes		Yes	DI Yogyakarta	Teknik	Yes	< 2
17-25	Male	S1	No	Crime,Limited job,Education,Macroeconomics,Microeconomics,Youth	Professor	Professor	Yes	Capital,Communication	Yes	Riau	HumanSocietyiora	Yes	< 2
17-25	Female	S1	Yes	Education	Professor	Professor	Yes	Realistic,Politics,Bureaucracy	No	DKI Jakarta	Hubungan Internasional	No	
26-30	Female	S1	Yes	Media	Professional	Professional	Yes	Alone	Yes	DKI Jakarta	Sains	Yes	< 2
31-35	Female	S1	No	Education,Environmental	Professional	Professional	Yes	Paper	Yes	DKI Jakarta	Hukum	Yes	< 2
26-30	Female	S2	Yes	Crime,Limited job,Bureaucracy,Agriculture,HumanSociety	Professor	Professor	Yes	Paper,Communication	Yes	Banten	Sains	Yes	2-5
26-30	Female	S1	Yes	Education,PoliticsLaw,Macroeconomics	Entrepreneur	Entrepreneur	Yes	Paper,Politics	Yes	Sumatera Utara	Ekonomi	Yes	2-5
26-30	Female	S1	Yes	Crime,Bureaucracy,Education,Infrastructure	Professional	Professional	Yes	Paper,Alone,Communication	Yes	Bali	Kedokteran	Yes	2-5
17-25	Male	S1	No	Limited job,CreativeTourism	Birokrat	Birokrat	Yes	Believe,Bureaucracy	Yes	DKI Jakarta	Teknik	Yes	> 7
17-25	Female	S1	No	Bureaucracy,Education,Media	Komunitas	Komunitas	Yes		Yes	Sulawesi Selatan	Seni dan Budaya	Yes	< 2
17-25	Female	S1	Yes	Health	Professor	Professor	Yes	Realistic	Yes	Papua	Hubungan Internasional	Yes	> 7
17-25	Male	S1	No	Education,Youth	Professor	Professor	Yes	Paper	Yes	Aceh	Sains	Yes	2-5
17-25	Female	S1	Yes	Education,Media,Technology	Entrepreneur	Entrepreneur	Yes	Family	Yes	Banten	Pendidikan	Yes	5-7
31-35	Female	S2	Yes	Energy	Professor	Professor	Yes	Capital	Yes	Kalimantan Selatan	Teknik	Yes	< 2
26-30	Male	S2	Yes	Limited job,Media	Professor	Professor	Yes	Capital,Bureaucracy	No	DI Yogyakarta	Sistem Informasi/ Komputer	No	
17-25	Female	S1	Yes	Natural resources	Professor	Professor	Yes	Realistic,Communication	Yes	Jawa Timur	Ekonomi	Yes	2-5
31-35	Female	S1	No	Education	Professional	Professional	Yes	Capital	Yes	Banten	Hukum	Yes	< 2
17-25	Male	S1	No	Health	Professional	Professional	Yes	Capital,Bureaucracy	Yes	Jawa Timur	Hukum	Yes	< 2
26-30	Female	S1	Yes	Health	Professor	Professor	Yes	Believe	Yes	DI Yogyakarta	Ilmu Sosial dan Politik	Yes	< 2
17-25	Female	D3	No	Education	Professor	Professor	Maybe	Realistic	Yes	Jawa Barat	Sains	Yes	2-5
17-25	Female	S1	No	Education	Professor	Professor	Yes	Alone	Yes	Sulawesi Selatan	Sastra	Yes	< 2
17-25	Male	S1	No	Crime,Bureaucracy,PoliticsLaw,Microeconomics	Professor	Professor	Yes	Believe	Yes	Sulawesi Selatan	HumanSocietyiora	Yes	2-5
17-25	Male	S1	No	Bureaucracy	Professor	Professor	Yes	Communication,Bureaucracy	Yes	Sumatera Utara	Sains	Yes	< 2
17-25	Male	S1	No	Limited job,Bureaucracy,HumanSociety,Macroeconomics,Microeconomics,Youth	Professional	Professional	Maybe		No	Aceh	Pendidikan	No	
26-30	Male	S1	No	Limited job,Bureaucracy,Health,Macroeconomics,Microeconomics	Professor	Professor	Yes	Realistic,Capital	Yes	Sulawesi Selatan	Pendidikan	Yes	> 7
17-25	Male	S1	No	Limited job	Birokrat	Birokrat	Yes	Realistic,Paper,Alone,Capital	Yes	Kepulauan Riau	Sains	Yes	5-7
17-25	Female	S1	No	Macroeconomics,Microeconomics	Professor	Professor	Yes	Capital,Bureaucracy	Yes	Aceh	Kesehatan	Yes	2-5
17-25	Male	S1	No	Limited job,Health,Natural resources	Professor	Professor	Yes	Capital	Yes	Banten	Ekonomi	Yes	< 2
17-25	Male	S1	No	Education,PoliticsLaw,Natural resources,HumanSociety,Media,Technology	Professor	Professor	Yes	Capital	Yes	Lampung	Pendidikan	Yes	2-5
17-25	Male	S1	No	CreativeTourism	Professor	Professor	Yes	Realistic,Paper,Alone,Capital	Yes	DI Yogyakarta	Sistem Informasi/ Komputer	Yes	2-5
17-25	Male	S1	No	Energy,Technology,Youth	Professor	Professor	Yes	Paper	Yes	Kalimantan Barat	Kesehatan	Yes	< 2
31-35	Female	S1	No	Limited job,Energy,HumanSociety,Technology	Professional	Professional	Yes	Alone,Bureaucracy	Yes	Jawa Barat	Kesehatan	Yes	< 2
31-35	Male	S1	No	Energy	Professional	Professional	Yes		Yes	Sumatera Utara	Kedokteran	Yes	2-5
31-35	Female	S1	Yes	Crime,Bureaucracy,Education	Professional	Professional	Maybe	Bureaucracy	Yes	Sumatera Utara	Komunikasi	Yes	< 2
31-35	Female	S3	Yes	Education,Gender equality,Energy	Professor	Professor	Maybe	Realistic,Paper,Alone,Inside	Yes	Jawa Tengah	Kesehatan	Yes	< 2
31-35	Male	S2	No	Limited job	Professor	Professor	Yes	Believe	No	Banten	Pendidikan	Yes	< 2
26-30	Female	S1	No	Technology	Professional	Professional	Yes	Politics,Bureaucracy	Yes	DI Yogyakarta	Teknik	Yes	< 2
26-30	Female	S2	No	Crime,Limited job,Education,Gender equality	Professor	Professor	Yes	Politics,Timing	Yes	Sulawesi Tenggara	Kesehatan	Yes	> 7
17-25	Male	S1	No	Bureaucracy	Professor	Professor	Yes	Capital	Yes	Aceh	Pendidikan	Yes	< 2
17-25	Female	S1	No	Culture	Professor	Professor	Yes	Believe	Yes	Aceh	Pendidikan	Yes	< 2
31-35	Male	S1	No	Crime,Bureaucracy,Education,Health,PoliticsLaw,Media,Macroeconomics,Microeconomics,Technology	Professor	Professor	Yes	Believe	Yes	Jawa Barat	Teknik	Yes	< 2
31-35	Male	S2	Yes	Health	Professor	Professor	Yes	Paper,Alone	Yes	DI Yogyakarta	Ilmu Sosial dan Politik	Yes	> 7
17-25	Female	S1	No	Crime,Limited job,Health,Agriculture,Technology,Youth	Professor	Professor	Yes	Believe,Alone	Yes	Jawa Barat	Kedokteran Hewan	Yes	< 2
26-30	Female	S1	No	Education	Professor	Professor	Yes	Communication	Yes	DI Yogyakarta	Teknik	Yes	< 2
