age	gender	education	studyabroad	problem	contribution	optimistic	fear	eastdev	origin	background	ruraldevplus	duration
17-25	Female	S1	No	Crime,Bureaucracy,Macroeconomics,Microeconomics	Professor	Yes	Bureaucracy	Yes	Jawa Timur	Sains	Yes	2-5
26-30	Male	S1	No	Limited job,Education,HumanSociety,Youth	Professional	Yes	Alone,Communication	Yes	Jawa Barat	Teknik	Yes	5-7
17-25	Male	S1	No	Energy,Natural resources	Professor	Maybe	Capital,Timing	Yes	Kalimantan Selatan	Teknik	Yes	2-5
17-25	Female	SMA	No	Limited job,Education,Health,Youth	Professor	Yes	Alone	Yes	Lampung	HumanSocietyiora	Yes	2-5
26-30	Female	S1	No	Agriculture,Energy,Defense,Macroeconomics,Technology	Professor	Maybe	Believe	Yes	Jawa Barat	Kesehatan	Yes	2-5
17-25	Female	S1	No	Education,Media	Professor	Yes	Believe	Yes	Jawa Barat	Pendidikan	Yes	< 2
26-30	Female	S1	No	Education	Professor	Maybe	Politics,Alone	No	Jawa Barat	Kesehatan	No
17-25	Female	S1	No	Education	Professor	Yes	Believe	Yes	Jawa Timur	Pendidikan	Yes	> 7
17-25	Male	S1	No	Health	Professor	Yes	No idea	Yes	Sumatera Utara	Pendidikan	Yes	2-5
26-30	Male	S1	No	Health	Professional	Maybe	Believe	Yes	Banten	Teknik	No
17-25	Male	S1	No	Crime,Limited job,Bureaucracy,Education,Health,Agriculture,Youth	Professor	Yes	Believe	No	Riau	Sistem Informasi/ Komputer	No
26-30	Male	S1	No	Limited job,Education,Technology	Professional	Yes	Politics,Capital,Bureaucracy	Yes	Jawa Tengah	Sains	Yes	2-5
17-25	Female	S1	Yes	Education	Birokrat	Yes	Politics,Communication	Yes	DKI Jakarta	Sastra	Yes	< 2
17-25	Female	S1	Yes	Education,PoliticsLaw,Technology	Professional	Yes	Realistic,Politics,Family,Bureaucracy,Inside,	Yes	Kalimantan Timur	Sains	Yes	> 7
26-30	Female	S1	No	Limited job,Bureaucracy,Education,Health	Entrepreneur	Yes	Realistic	Yes	Sumatera Selatan	Teknik	Yes	< 2
17-25	Female	S1	No	Education,Media,Technology	Professor	Yes	Paper,Communication	Yes	Sulawesi Selatan	Sains	Yes	< 2
17-25	Male	S1	Yes	Education,Environmental	Birokrat	Yes	Capital	Yes	Jawa Tengah	Teknik	Yes	< 2
26-30	Male	S1	No	Bureaucracy,Education,Energy,Defense,Technology	Professor	Yes	Believe	No	Jawa Timur	Ekonomi	No
17-25	Male	S1	Yes	Crime,PoliticsLaw	Professor	Maybe		Yes	Jawa Barat	Hubungan Internasional	Yes	< 2
26-30	Male	S1	No	Limited job,Education	Entrepreneur	Yes	Paper,Politics,Capital,Timing	Yes	DKI Jakarta	Sains	Yes	2-5
17-25	Male	S1	No	Education	Professional	Yes		Yes	DKI Jakarta	Teknik	Yes	2-5
17-25	Female	S1	No	PoliticsLaw	Professor	Yes	Believe	Yes	Sumatera Selatan	Teknik	Yes	2-5
17-25	Female	S1	No	Education,Energy,Technology	Professor	Yes	Believe	Yes	Jawa Timur	Pendidikan	Yes	2-5
17-25	Male	S1	No	Defense,Technology	Professor	Yes	Politics,Timing	Yes	Jawa Timur	Sains	Yes	5-7
17-25	Female	S1	No	Education,Energy	Entrepreneur	Yes	Paper,Capital	Yes	DKI Jakarta	HumanSocietyiora	Yes	2-5
26-30	Male	S2	Yes	Youth	Professor	Yes	Believe	Yes	Bangka Belitung	Hukum	Yes	< 2
17-25	Female	S1	No	Gender equality,Agriculture,Energy	Birokrat	Yes	Paper	Yes	Jawa Barat	Pendidikan	Yes	2-5
26-30	Female	S1	No	Education,Health	Professor	Yes	Alone	Yes	Sumatera Utara	Sastra	Yes	2-5
17-25	Female	S1	No	Education,Natural resources,Technology	Professor	Yes	Believe	Yes	Jawa Barat	Ilmu Sosial dan Politik	Yes	< 2
17-25	Male	S1	No	Limited job,Education,Gender equality,Youth	Professor	Yes	Believe	Yes	Jawa Timur	Pendidikan	Yes	2-5
26-30	Female	S1	No	Youth	Professor	Yes	Believe	Yes	Aceh	Teknik	Yes	< 2
17-25	Female	S1	No	Agriculture,Energy,Defense,Macroeconomics,Technology	Professional	Yes	Alone	Yes	DKI Jakarta	Kedokteran	Yes	< 2
17-25	Female	S1	Yes	Education,Media,Youth	Professional	Yes	Family	Yes	Banten	Bisnis	Yes	< 2
26-30	Female	S1	No	Education	Birokrat	Yes	Believe	No	Riau	Sains	No
17-25	Female	S1	No	Agriculture,Crime	Professional	Yes	Alone,Communication	Yes	Banten	Ekonomi	Yes	< 2
26-30	Male	S1	No	Education	Professor	Yes	Politics,Bureaucracy	Yes	Nusa Tenggara Barat	Kesehatan	Yes	2-5
26-30	Male	S1	Yes	Limited job,Agriculture,Technology	Birokrat	Yes	Believe	Yes	Sumatera Selatan	Ekonomi	Yes	5-7
31-35	Female	S2	No	Technology	Professor	Yes	Believe	Yes	DKI Jakarta	Pendidikan	Yes	< 2
31-35	Female	S1	No	Limited job,Education,Microeconomics,Technology	Professional	Yes	Paper,Politics,Alone	Yes	Jawa Timur	Sastra	Yes	< 2
17-25	Male	S2	No	Crime,Limited job,Bureaucracy,PoliticsLaw	Professor	Yes	Politics,Capital,Bureaucracy,Timing	Yes	Riau	Teknik	Yes	< 2
17-25	Female	S1	No	Crime,Bureaucracy,PoliticsLaw,HumanSociety,Media,Youth	Professional	Yes	Communication	Yes	Bali	HumanSocietyiora	Yes	2-5
17-25	Female	S1	No	Limited job,Bureaucracy,Education,Gender equality,HumanSociety,Media	Entrepreneur	Yes	Paper	Yes	DKI Jakarta	Teknik	Yes	2-5
17-25	Male	S1	No	Education,Energy	Professor	Yes	Politics	Yes	Jawa Barat	Teknik	Yes	2-5
26-30	Female	S1	No	Education,Gender equality,Media	Professor	Maybe	Politics,Capital	Yes	Nusa Tenggara Timur	Teknik	Yes	2-5
17-25	Male	S2	No	Education	Professor	Yes	Believe	Yes	DKI Jakarta	Sistem Informasi/ Komputer	Yes	< 2
26-30	Female	S1	No	Education,PoliticsLaw,Youth	Professor	Yes	Timing	Yes	Jawa Timur	Sains	Yes	< 2
17-25	Male	S1	No	Crime,Education,Natural resources,Defense,Media	Professional	Maybe	Realistic,Paper,Politics	Yes	DKI Jakarta	Sains	Yes	< 2
26-30	Male	S1	No	Crime,Limited job,Education,Youth	Professor	Yes	Politics,Bureaucracy	Yes	Jawa Tengah	Kedokteran	Yes	< 2
17-25	Female	S1	No	Environmental	Professional	Yes	Paper	Yes	Bali	Kesehatan	Yes	5-7
17-25	Female	S1	No	Limited job,Education,Health	Professor	Yes	Paper,Bureaucracy	Yes	Jawa Timur	Pendidikan	Yes	2-5
26-30	Female	S2	Yes	Education	Professor	Maybe	Capital,Communication	Yes	DKI Jakarta	Ekonomi	No	< 2
26-30	Female	S2	Yes	Education	Professor	Yes	Believe	No	Jawa Barat	Sains	No
31-35	Female	S1	Yes	Education,Technology	Birokrat	Yes	Believe	Yes	Kalimantan Timur	HumanSocietyiora	Yes	2-5
17-25	Male	S2	No	Health	Entrepreneur	Yes	Alone,Capital	Yes	Kalimantan Barat	Ekonomi	Yes	2-5
26-30	Female	S1	Yes	Health	Professional	Yes	Believe	Yes	Bali	Kedokteran	Yes	2-5
17-25	Male	S1	No	Crime,Youth	Professor	Yes	Realistic,Paper,Politics,Bureaucracy	Yes	Jawa Timur	Pendidikan	Yes	> 7
17-25	Male	S1	No	Health	Professor	Maybe	Believe	Yes	Sulawesi Selatan	Ekonomi	Yes	2-5
17-25	Female	S2	No	Education	Professor	Yes	Believe	Yes	Sulawesi Selatan	Kesehatan	Yes	2-5
31-35	Female	S3	Yes	Education,Energy	Professor	Yes	Bureaucracy	Yes	Sulawesi Selatan	Kedokteran	Yes	< 2
17-25	Female	S1	No	Health,Agriculture,Media	Professor	Yes	Alone,Bureaucracy	Yes	DI Yogyakarta	Kesehatan	Yes	2-5
17-25	Female	S1	No	Technology	Professor	Yes	Politics,Bureaucracy	Yes	Sulawesi Selatan	Kesehatan	Yes	2-5
17-25	Male	S1	No	Limited job,Education,Youth	Professional	Yes	Believe	Yes	DKI Jakarta	Teknik	Yes	< 2
26-30	Female	S2	Yes	Agriculture,Energy	Professor	Yes	Believe	No	Banten	Sains	No
31-35	Female	S1	No	Education,Energy,HumanSociety	Professional	Yes	Believe	Yes	Banten	Kedokteran	No
31-35	Female	S2	No	Energy,Infrastructure	Professor	Yes	Paper	No	Kalimantan Barat	Sains	No
31-35	Male	S1	No	Agriculture	Professional	Yes	Bureaucracy	Yes	DKI Jakarta	Ekonomi	Yes	< 2
26-30	Female	S1	No	Energy	Professional	Yes	Believe,Paper	Yes	Banten	Pendidikan	Yes	2-5
17-25	Female	S1	No	Health	Professor	Yes	Capital	Yes	Jawa Barat	Sains	Yes	> 7
26-30	Female	S1	No	Agriculture,Energy	Entrepreneur	Yes	Timing	Yes	DKI Jakarta	Ilmu Sosial dan Politik	Yes	2-5
26-30	Female	S1	No	Technology	Professional	Yes	Politics,Bureaucracy	Yes	DI Yogyakarta	Kesehatan	Yes	< 2
26-30	Female	S1	No	Limited job,Education,Youth	Birokrat	Yes	Paper,Family,Alone,Communication,Bureaucracy,	Yes	DKI Jakarta	Teknik	Yes	2-5
26-30	Female	S1	No	Limited job,Natural resources	Professor	Yes	Believe	Yes	Sumatera Barat	Kesehatan	Yes	< 2
26-30	Female	S1	No	Crime,Limited job,Education	Professor	Yes	Believe	Yes	Kalimantan Timur	Teknik	Yes	2-5
17-25	Male	S1	No	Education,Health	Professor	Yes	Believe	Yes	Aceh	Pendidikan	Yes	5-7
26-30	Male	S1	No	Agriculture	Professor	Yes	Believe	Yes	Aceh	Teknik	Yes	> 7
17-25	Male	S1	No	Agriculture	Professor	Yes	Believe	Yes	Jawa Timur	Sistem Informasi/ Komputer	Yes	2-5
17-25	Male	S1	No	Education,Health	Professional	Maybe	Paper,Capital	No	Sumatera Utara	Teknik	No
17-25	Male	S1	No	Education,Health	Entrepreneur	Yes	Paper	Yes	Jawa Tengah	Teknik	Yes	2-5
26-30	Male	S1	Yes	Education	Professional	Yes	Alone	Yes	Banten	Teknik	Yes	2-5
26-30	Female	S2	No	Agriculture	Birokrat	Yes	Alone	Yes	Sulawesi Selatan	Kesehatan	Yes	5-7
17-25	Female	S1	No	Education	Professor	Yes	Realistic,Alone,Capital,Bureaucracy	Yes	DI Yogyakarta	Kesehatan	Yes	5-7
17-25	Female	S1	Yes	Crime,Bureaucracy,Education,PoliticsLaw,Youth	Entrepreneur	Yes	Realistic,Paper,Alone	Yes	Jawa Barat	Bisnis	Yes	< 2
17-25	Male	S1	No	Natural resources,Media	Professor	Yes	Capital	Yes	Jawa Barat	Sains	Yes	2-5
17-25	Female	S1	Yes	Education	Professional, Entrepreneur	Yes	Politics,Capital,Bureaucracy	Yes	Jawa Barat	Hukum	Yes	2-5
17-25	Female	S1	Yes	Crime,Bureaucracy,Education,Health,PoliticsLaw	Professional, Entrepreneur	Yes	Believe,Bureaucracy	Yes	Jawa Barat	Hukum	Yes	2-5
26-30	Female	S1	No	Limited job,Energy,Natural resources,Technology	Professor	Yes	Realistic	Yes	Jawa Timur	Pendidikan	Yes	2-5
17-25	Female	S1	No	Energy	Professor	Yes	Paper,Capital,Bureaucracy	Yes	Sulawesi Selatan	Kesehatan	Yes	2-5
17-25	Male	S1	Yes	HumanSociety	Professional	Yes	Believe	Yes	DKI Jakarta	Ekonomi	Yes	< 2
17-25	Male	S2	Yes	Limited job,Education	Professor	Yes	Believe	Yes	DKI Jakarta	Teknik	Yes	2-5
17-25	Female	S1	No	Education,Media,Technology,Youth	Professional	Yes	Paper,Politics,Communication	Yes	Jawa Tengah	Kesehatan	Yes	2-5
17-25	Male	S1	No	Limited job,Energy,Macroeconomics,Technology	Professor	Yes	Capital,Communication	Yes	Sumatera Selatan	Pendidikan	Yes	< 2
35+	Female	S2	Yes	Crime,Limited job,Education,Gender equality,Technology,Youth	Professional	Yes	No idea	No	DKI Jakarta	Teknik	No
31-35	Male	S2	No	Education,Natural resources	Professor	Yes	Politics,Communication,Bureaucracy	Yes	Jawa Barat	Sains	Yes	< 2
26-30	Female	S1	No	Limited job,Defense,Technology	Professional	Yes	Believe	Yes	Jawa Barat	Kedokteran	Yes	< 2
17-25	Female	S1	No	Agriculture	Professional	Yes	Realistic,Paper,Inside	Yes	Banten	Sains	Yes	< 2
17-25	Male	S1	No	Health,Gender equality	Professor	Yes	Alone	Yes	Sulawesi Selatan	Sains	Yes	2-5
17-25	Male	S1	No	Energy,Natural resources	Professor	Yes	Believe	Yes	Sulawesi Selatan	Pertanian	Yes	> 7
31-35	Female	S1	No	PoliticsLaw	Professor	Yes	Realistic,Family,Capital	Yes	Jawa Barat	Kedokteran	Yes	< 2
17-25	Male	S1	No	Education,Gender equality,Energy,Defense,Defense,HumanSociety,Technology	Birokrat	Yes	Believe	Yes	DKI Jakarta	Teknik	Yes	> 7
17-25	Female	S1	No	Agriculture,Energy,Defense,Macroeconomics,Technology	Professor	Yes	Realistic,Inside	Yes	Jawa Tengah	Pendidikan	Yes	2-5
26-30	Female	S1	No	Education,Defense,HumanSociety,Youth	Birokrat	Yes	Believe	Yes	Jawa Barat	Sains	Yes	2-5
17-25	Male	S1	No	Health	Entrepreneur	Yes	Realistic,Politics,Bureaucracy,Timing	No	Jawa Barat	Psikologi	No
31-35	Male	S1	No	Microeconomics	Professional	Yes	Realistic	Yes	DKI Jakarta	Hukum	Yes	< 2
31-35	Female	S2	Yes	Crime,Bureaucracy,Microeconomics	Professor	Yes	Believe	Yes	DI Yogyakarta	Teknik	Yes	2-5
17-25	Male	S1	No	Energy,Natural resources,Defense	Professor	Maybe	Believe,Alone	Yes	DKI Jakarta	Sains	Yes	< 2
26-30	Male	S1	No	Crime,HumanSociety,Youth	Professor	Yes	Politics,Bureaucracy	Yes	Jawa Timur	Pendidikan	Yes	2-5
35+	Female	S2	No	Limited job	Entrepreneur	Yes	Realistic	No	Jawa Timur	Bisnis	No
17-25	Female	S1	Yes	Education	Professor	Yes	Bureaucracy	Yes	DKI Jakarta	Ilmu Sosial dan Politik	Yes	< 2
17-25	Female	S1	Yes	Crime,Education	Professor	Yes	Timing	Yes	DKI Jakarta	Seni/ Desain/ Media	Yes	< 2
17-25	Female	S1	No	Bureaucracy,Education,Health,Technology	Professor	Yes	Believe	Yes	Lampung	Psikologi	Yes	< 2
17-25	Female	S1	No	Bureaucracy,Technology	Professor	Yes	Paper,Alone,Bureaucracy	Yes	Sulawesi Selatan	Pendidikan	Yes	2-5
17-25	Female	S1	No	Education,Energy,Natural resources,Youth	Professor	Yes	Believe	Yes	Jawa Barat	Sastra	Yes	> 7
26-30	Male	S1	No	Education,Gender equality,Media,Youth	Professor	Yes	Believe,Bureaucracy	No	Jawa Barat	Teknik	Yes	< 2
17-25	Male	S1	No	Crime,Limited job,Education,Agriculture,Energy,Natural resources,Defense	Professional	Maybe	Politics,Bureaucracy,Timing	Yes	Banten	Teknik	Yes	2-5
26-30	Male	S1	No	Crime	Entrepreneur	Maybe	Believe	Yes	DKI Jakarta	Kesehatan	Yes	> 7
35+	Male	S2	Yes	Health,Technology	Birokrat	Yes	Family	No	DI Yogyakarta	Sains	No	< 2
26-30	Female	S1	No	Education,Health	Professional	Yes	Politics,Bureaucracy,Timing	Yes	Jawa Barat	Kedokteran	Yes	< 2
26-30	Female	S2	Yes	Limited job,Bureaucracy,Media,Macroeconomics,Youth	Professional	Yes	Alone,Capital	Yes	DKI Jakarta	Bisnis	Yes	< 2
26-30	Male	S1	No	Energy	Professional	Yes	Family,Alone,Bureaucracy	No	Jawa Tengah	Teknik	No
17-25	Female	S1	No	Health	Professor	Yes	Believe	Yes	DI Yogyakarta	Teknik	Yes	2-5
17-25	Female	S1	No	Education,Technology,Youth	Professor	Yes	Paper	Yes	Jambi	Pendidikan	Yes	< 2
17-25	Female	S1	No	Energy	Professor	Yes	Believe,Politics,Bureaucracy	Yes	Aceh	Bisnis	Yes	2-5
17-25	Male	S1	Yes	Health,HumanSociety	Birokrat	Yes	Believe	Yes	Lampung	Teknik	Yes	< 2
26-30	Female	S1	No	Crime,Bureaucracy	Professional	Yes	Paper	Yes	Riau	Kedokteran	Yes	> 7
17-25	Male	S1	Yes	Education,Agriculture	Birokrat	Yes	Believe	Yes	DKI Jakarta	Teknik	Yes	< 2
26-30	Male	S1	No	Natural resources,Technology	Professor, Entrepreneur	Yes	Timing	Yes	Jawa Barat	Ekonomi	Yes	< 2
17-25	Female	S1	No	Limited job,Education,Energy,Natural resources	Professional	Maybe	Realistic,Alone,Capital,Communication	Yes	DKI Jakarta	Kedokteran	Yes	< 2
26-30	Female	S2	Yes	Education,Gender equality,Energy	Professor	Yes	Realistic	Yes	DI Yogyakarta	Sains	Yes	5-7
17-25	Male	S1	No	Energy,Natural resources	Birokrat	Yes	Timing	Yes	Sulawesi Selatan	Hukum	Yes	2-5
17-25	Female	S1	No	Macroeconomics,Infrastructure	Professional	Yes	Believe	Yes	Banten	Seni dan Budaya	Yes	2-5
31-35	Male	S1	No	Limited job,Education,Energy,Natural resources,Defense,Defense,Technology	Professor	Yes		Yes	Sumatera Barat	Teknik	Yes	> 7
26-30	Male	S1	No	Limited job,Education,Technology	Entrepreneur	Yes	Realistic,Politics,Alone	Yes	Jawa Barat	Teknik	Yes	2-5
31-35	Female	S1	Yes	Education,Energy,Natural resources,Technology	Professor	Yes	Capital,Communication	Yes	Jawa Timur	Pendidikan	Yes	< 2
26-30	Male	S2	No	Crime,Limited job,Education,Energy,Natural resources,Technology,Youth	Professor	Yes	Alone	Yes	Kepulauan Riau	Pendidikan	Yes	> 7
17-25	Female	S1	No	HumanSociety,Environmental	Professional	Yes	Realistic,Alone,Communication	Yes	Sumatera Utara	Bisnis	Yes	2-5
26-30	Female	S1	No	Education,Youth	Birokrat	Maybe	Believe	Yes	Kalimantan Tengah	Ekonomi	Yes	< 2
17-25	Female	S1	No	Crime	Professional	Maybe	Believe	Yes	Jawa Barat	Teknik	Yes	5-7
17-25	Male	S1	No	Crime,Macroeconomics	Entrepreneur	Yes	Paper,Bureaucracy	Yes	Aceh	HumanSocietyiora	Yes	> 7
17-25	Male	S1	No	Energy,Natural resources	Entrepreneur	Yes	Paper,Communication	Yes	Aceh	HumanSocietyiora	Yes	> 7
17-25	Female	S1	No	Crime,Energy	Professional	Yes	Family,Communication	Yes	Jawa Timur	Ekonomi	Yes	< 2
17-25	Male	S1	Yes	Bureaucracy,Agriculture,Defense	Professor	Yes	Believe	No	Sulawesi Tenggara	Pendidikan	No
17-25	Male	S1	No	Education,Environmental	Professor	Yes	Realistic,Paper,Alone	Yes	Sulawesi Selatan	Pendidikan	Yes	2-5
17-25	Male	S1	No	Health	Professor	Yes	Realistic	Yes	Jawa Tengah	Pendidikan	Yes	> 7
26-30	Male	S2	Yes	Disaster	Entrepreneur	Maybe	Believe	Yes	DKI Jakarta	Teknik	Yes	2-5
17-25	Male	S1	No	Education,Gender equality,Media,Youth	Entrepreneur	Yes	Believe	No	DKI Jakarta	Teknik	No	> 7
26-30	Male	S1	Yes	Education,Gender equality,Media,Youth	Professor	Yes	Family,Bureaucracy	Yes	Aceh	Pendidikan	Yes	2-5
26-30	Female	S2	No	Limited job,Education,Energy,Technology	Professor	Yes	Believe	No	DI Yogyakarta	Kesehatan	No
17-25	Female	S1	No	Education,Health,Defense,Defense	Professor	Yes	Alone	No	Jawa Barat	Pendidikan	Yes	< 2
17-25	Female	S1	No	Education	Professor	Yes	Paper,Alone	Yes	Riau	Sains	Yes	< 2
17-25	Female	S1	Yes	Education,Health	Professional	Yes	Politics,Bureaucracy	No	DKI Jakarta	Seni dan Budaya	No
17-25	Male	S1	No	Limited job,Education,Defense	Professor	Yes	Paper,Communication,Bureaucracy	Yes	Sulawesi Selatan	Sistem Informasi/ Komputer	Yes	2-5
17-25	Male	S1	No	Education	Professor	Yes	Believe	Yes	Jawa Timur	Sains	Yes	> 7
26-30	Female	S1	No	Education,Disaster	Professor	Maybe	Paper,Alone,Communication	Yes	Maluku	Hukum	Yes	> 7
17-25	Male	S1	No	Macroeconomics,Microeconomics	Professional	Yes	Paper	Yes	Sulawesi Selatan	Hukum	Yes	2-5
17-25	Female	S1	Yes	Health,Youth	Professional	Yes	Believe	Yes	Sulawesi Selatan	Teknik	Yes	5-7
26-30	Female	S2	Yes	Education,Health	Professor	Maybe	Alone	Yes	Jawa Barat	Sains	Yes	2-5
17-25	Female	S1	No	Education,Youth	Entrepreneur	Yes	Paper,Family,Capital	Yes	Jawa Barat	Bisnis	Yes	< 2
26-30	Female	S1	No	Limited job,Education	Professor	Yes	Timing	No	Jawa Timur	Kesehatan	No
17-25	Female	S1	Yes	Education,Technology	Professor	Yes	Alone,Bureaucracy,Inside	Yes	Banten	Teknik	Yes	> 7
17-25	Female	S1	No	Bureaucracy,Education	Entrepreneur, Professor	Maybe	Politics	Yes	Sumatera Utara	Ekonomi	Yes	2-5
17-25	Female	S1	No	Agriculture,Energy,Defense	Birokrat	Yes	Politics,Bureaucracy	Yes	Aceh	Hukum	Yes	2-5
31-35	Female	S1	No	Technology	Professor	Yes	Believe	Yes	Jawa Tengah	Hukum	Yes	2-5
31-35	Female	S1	Yes	Crime,Limited job,Bureaucracy,Education	Entrepreneur, Professional	Yes	Believe	Yes	Jawa Barat	Seni/ Desain/ Media	Yes	2-5
17-25	Female	S1	No	Natural resources	Professor	Yes	Believe,Realistic	Yes	Jawa Barat	Perikanan	Yes	5-7
17-25	Male	S1	No	Education,Media	Professor	Maybe	Believe	Yes	Bengkulu	Teknik	Yes	5-7
17-25	Male	S1	No	Education,Energy	Professional	Yes	Alone,Communication	No	DKI Jakarta	Kedokteran	No	< 2
31-35	Female	S1	No	Education,Youth	Professional	Yes	Politics	Yes	Jawa Barat	Agama	Yes	2-5
35+	Male	S2	Yes	Education	Professor	Yes	Realistic,Paper,Alone,Communication	Yes	Jawa Barat	Sains	Yes	< 2
26-30	Female	S1	No	Crime,Limited job,Bureaucracy	Professor	Yes	Timing	Yes	Kalimantan Barat	Pendidikan	Yes	< 2
17-25	Male	S1	No	PoliticsLaw	Entrepreneur	Yes	Believe	Yes	Jawa Barat	Sistem Informasi/ Komputer	Yes	2-5
17-25	Male	S1	Yes	Education	Professional	Yes	Politics	Yes	Jawa Barat	Pendidikan	Yes	< 2
17-25	Female	S1	Yes	Education,Media,Youth	Activist	Yes	Timing	Yes	Sulawesi Utara	Ekonomi	Yes	> 7
17-25	Female	S1	No	Education	Professor	Yes	Paper	Yes	Jawa Timur	Sains	Yes	2-5
17-25	Female	S1	Yes	Crime,Bureaucracy,Media	Entrepreneur	Yes	Believe	Yes	DKI Jakarta	Seni/ Desain/ Media	Yes	2-5
31-35	Female	S2	No	Technology	Entrepreneur	Yes	Capital	Yes	Sumatera Utara	Bisnis	Yes	< 2
17-25	Female	S2	Yes	Education	Professor	Maybe	Believe	Yes	Jawa Timur	Teknik	Yes	< 2
17-25	Female	SMA	No	Health	Entrepreneur	Yes	Paper	Yes	DI Yogyakarta	Psikologi	Yes	2-5
17-25	Female	S2	Yes	Health	Professor	Maybe	Believe	Yes	Jawa Timur	Teknik	Yes	< 2
17-25	Male	SMA	No	Limited job	Birokrat	Yes	Believe	Yes	Jawa Timur	Teknik	Yes	< 2
17-25	Female	S1	No	Crime,Bureaucracy,Education,Health,PoliticsLaw,Agriculture,Natural resources,Defense,Media,Macroeconomics, Technology	Professor	Yes	Believe	Yes	Banten	Sains	Yes	< 2
17-25	Female	S1	No	Crime,PoliticsLaw,Energy,Natural resources	Professor	Yes	Politics,Alone	Yes	Sulawesi Tenggara	Pendidikan	Yes	2-5
35+	Male	S2	No	Education,Health	Birokrat	Yes	Believe	Yes	Jawa Barat	Sistem Informasi/ Komputer	Yes	< 2
26-30	Female	S1	Yes	Bureaucracy,Health,PoliticsLaw,Media	Professor	Yes	Paper,Alone,Communication	Yes	Jawa Barat	Psikologi	Yes	< 2
26-30	Male	S2	Yes	Crime,Bureaucracy,Education,Health,Gender equality,PoliticsLaw,Media,Youth	Entrepreneur	Yes	Realistic	Yes	Jawa Barat	Pendidikan	Yes	5-7
17-25	Female	S2	Yes	Limited job,Education	Professor	Yes	Realistic	Yes	Jawa Timur	Sains	Yes	5-7
26-30	Male	S1	No	Education,Youth	Professional	Yes	Paper,Communication,Timing	Yes	Aceh	Kedokteran	Yes	2-5
17-25	Male	S1	No	Bureaucracy,Education,Macroeconomics,Microeconomics	Professor	Yes	Politics,Bureaucracy	Yes	Jawa Timur	Seni dan Budaya	Yes	> 7
17-25	Male	S1	No	Gender equality,Energy	Professor	Yes	Realistic,Paper,Bureaucracy	Yes	Kepulauan Riau	Sains	Yes	< 2
31-35	Male	S2	No	Infrastructure	Birokrat	Yes	Believe	Yes	Sulawesi Barat	Sains	Yes	5-7
26-30	Male	S1	Yes	Bureaucracy,Technology	Professor	Yes	Believe	Yes	Kalimantan Timur	Pendidikan	Yes	> 7
17-25	Male	S1	No	Gender equality,Agriculture,Microeconomics,Technology	Professional	Yes	Believe,Capital,Bureaucracy	Yes	Jawa Barat	Sains	Yes	2-5
26-30	Male	S1	No	Health	Professional	Maybe	Believe,Politics,Bureaucracy	Yes	Sumatera Barat	Kedokteran	Yes	2-5
17-25	Male	S1	No	Limited job,Energy,Macroeconomics,Microeconomics	Birokrat	Yes	Politics	Yes	DKI Jakarta	Teknik	Yes	> 7
26-30	Female	S1	No	HumanSociety	Entrepreneur	Yes	Capital	Yes	Sulawesi Selatan	Seni/ Desain/ Media	Yes	< 2
31-35	Male	S2	No	Crime,Bureaucracy,PoliticsLaw,Microeconomics	Professor	Yes	Alone	Yes	Jawa Timur	Pendidikan	Yes	< 2
31-35	Male	S2	No	Limited job	Professor	Yes	Alone	Yes	Jawa Timur	Pendidikan	Yes	< 2
26-30	Male	S1	No	Crime,Bureaucracy,Gender equality,PoliticsLaw	Professional	Yes	Paper	No	Jawa Timur	Kedokteran	No
31-35	Male	S2	Yes	Bureaucracy,Education,Health,Agriculture	Professor	Yes	Believe	Yes	Jawa Barat	Sains	Yes	2-5
35+	Male	S2	No	Crime	Professor	Yes	Capital,Bureaucracy	Yes	Jawa Tengah	Kesehatan	Yes	2-5
26-30	Male	S1	No	Limited job	Professional	Yes	Realistic,Politics,Capital	Yes	DKI Jakarta	Teknik	Yes	< 2
17-25	Female	S1	No	Education,PoliticsLaw	Professor	Yes	Capital	Yes	Sulawesi Selatan	Pendidikan	Yes	2-5
26-30	Male	S1	No	PoliticsLaw	Entrepreneur	Maybe	Politics,Family,Alone,Bureaucracy	Yes	DKI Jakarta	Teknik	Yes	< 2
26-30	Female	S1	Yes	Limited job,Bureaucracy,Education	Professional	Yes	Realistic,Bureaucracy	Yes	Jawa Barat	Psikologi	Yes	< 2
17-25	Female	S1	No	Limited job,Agriculture,Microeconomics,Youth	Professor	Yes	Realistic	Yes	Jawa Barat	Teknik	Yes	< 2
17-25	Female	S1	No	Limited job,CreativeTourism	Professional	Yes	Paper,Politics,Alone,Capital,Bureaucracy,	Yes	Kepulauan Riau	pertanian	Yes	2-5
17-25	Male	S1	No	Crime,Limited job,Bureaucracy,Education,PoliticsLaw,Energy,Natural resources,Defense,Defense	Professor	Maybe	Capital	Yes	Jawa Tengah	Teknik	Yes	2-5
17-25	Male	S1	No	Education,Technology	Professor	Yes	Alone	Yes	Jawa Timur	Hukum	Yes	< 2
17-25	Female	S1	No	Energy,Natural resources,Defense	Professor	Yes	Paper	Yes	Sulawesi Selatan	Pendidikan	Yes	< 2
26-30	Male	S1	No	Health,Gender equality,Agriculture,Defense,Microeconomics,Youth	Professional	Yes	Believe,Politics,Bureaucracy	Yes	Aceh	Pendidikan	Yes	2-5
